timestamp_utc,yield_pct,source
2026-05-21T00:00:00Z,4.016,CNBC
2026-05-21T00:07:00Z,4.02,CNBC
2026-05-21T00:08:00Z,4.02,CNBC
2026-05-21T00:09:00Z,4.027,CNBC
2026-05-21T00:10:00Z,4.029,CNBC
2026-05-21T00:11:00Z,4.03,CNBC
2026-05-21T00:12:00Z,4.029,CNBC
2026-05-21T00:13:00Z,4.032,CNBC
2026-05-21T00:14:00Z,4.032,CNBC
2026-05-21T00:15:00Z,4.028,CNBC
2026-05-21T00:16:00Z,4.029,CNBC
2026-05-21T00:17:00Z,4.029,CNBC
2026-05-21T00:18:00Z,4.031,CNBC
2026-05-21T00:19:00Z,4.032,CNBC
2026-05-21T00:20:00Z,4.029,CNBC
2026-05-21T00:21:00Z,4.027,CNBC
2026-05-21T00:22:00Z,4.029,CNBC
2026-05-21T00:23:00Z,4.033,CNBC
2026-05-21T00:24:00Z,4.038,CNBC
2026-05-21T00:25:00Z,4.04,CNBC
2026-05-21T00:26:00Z,4.041,CNBC
2026-05-21T00:27:00Z,4.045,CNBC
2026-05-21T00:28:00Z,4.05,CNBC
2026-05-21T00:29:00Z,4.051,CNBC
2026-05-21T00:30:00Z,4.052,CNBC
2026-05-21T00:31:00Z,4.051,CNBC
2026-05-21T00:32:00Z,4.05,CNBC
2026-05-21T00:33:00Z,4.05,CNBC
2026-05-21T00:35:00Z,4.05,CNBC
2026-05-21T00:36:00Z,4.058,CNBC
2026-05-21T00:39:00Z,4.057,CNBC
2026-05-21T00:40:00Z,4.056,CNBC
2026-05-21T00:41:00Z,4.054,CNBC
2026-05-21T00:42:00Z,4.055,CNBC
2026-05-21T00:43:00Z,4.053,CNBC
2026-05-21T00:44:00Z,4.052,CNBC
2026-05-21T00:45:00Z,4.052,CNBC
2026-05-21T00:46:00Z,4.047,CNBC
2026-05-21T00:47:00Z,4.048,CNBC
2026-05-21T00:48:00Z,4.049,CNBC
2026-05-21T00:49:00Z,4.049,CNBC
2026-05-21T00:52:00Z,4.051,CNBC
2026-05-21T00:54:00Z,4.049,CNBC
