timestamp_utc,yield_pct,source
2026-06-12T00:00:00Z,3.829,CNBC
2026-06-12T00:01:00Z,3.839,CNBC
2026-06-12T00:02:00Z,3.834,CNBC
2026-06-12T00:03:00Z,3.831,CNBC
2026-06-12T00:04:00Z,3.833,CNBC
2026-06-12T00:05:00Z,3.833,CNBC
2026-06-12T00:07:00Z,3.836,CNBC
2026-06-12T00:08:00Z,3.838,CNBC
2026-06-12T00:09:00Z,3.833,CNBC
2026-06-12T00:10:00Z,3.833,CNBC
2026-06-12T00:11:00Z,3.838,CNBC
2026-06-12T00:12:00Z,3.837,CNBC
2026-06-12T00:13:00Z,3.837,CNBC
2026-06-12T00:14:00Z,3.839,CNBC
2026-06-12T00:15:00Z,3.839,CNBC
2026-06-12T00:16:00Z,3.836,CNBC
2026-06-12T00:17:00Z,3.837,CNBC
2026-06-12T00:18:00Z,3.837,CNBC
2026-06-12T00:19:00Z,3.837,CNBC
2026-06-12T00:20:00Z,3.838,CNBC
2026-06-12T00:21:00Z,3.838,CNBC
2026-06-12T00:22:00Z,3.841,CNBC
2026-06-12T00:26:00Z,3.839,CNBC
2026-06-12T00:27:00Z,3.838,CNBC
2026-06-12T00:28:00Z,3.838,CNBC
2026-06-12T00:29:00Z,3.837,CNBC
2026-06-12T00:30:00Z,3.838,CNBC
2026-06-12T00:31:00Z,3.836,CNBC
2026-06-12T00:33:00Z,3.833,CNBC
2026-06-12T00:34:00Z,3.833,CNBC
2026-06-12T00:35:00Z,3.831,CNBC
2026-06-12T00:37:00Z,3.831,CNBC
2026-06-12T00:39:00Z,3.828,CNBC
2026-06-12T00:40:00Z,3.829,CNBC
2026-06-12T00:41:00Z,3.83,CNBC
2026-06-12T00:42:00Z,3.83,CNBC
2026-06-12T00:45:00Z,3.832,CNBC
2026-06-12T00:46:00Z,3.833,CNBC
2026-06-12T00:47:00Z,3.832,CNBC
2026-06-12T00:48:00Z,3.833,CNBC
2026-06-12T00:49:00Z,3.833,CNBC
2026-06-12T00:50:00Z,3.836,CNBC
2026-06-12T00:52:00Z,3.836,CNBC
2026-06-12T00:55:00Z,3.837,CNBC
2026-06-12T01:02:00Z,3.837,CNBC
2026-06-12T01:04:00Z,3.835,CNBC
2026-06-12T01:05:00Z,3.837,CNBC
2026-06-12T01:11:00Z,3.834,CNBC
2026-06-12T01:12:00Z,3.836,CNBC
2026-06-12T01:13:00Z,3.835,CNBC
2026-06-12T01:14:00Z,3.834,CNBC
2026-06-12T01:16:00Z,3.832,CNBC
2026-06-12T01:17:00Z,3.828,CNBC
2026-06-12T01:18:00Z,3.827,CNBC
2026-06-12T01:19:00Z,3.827,CNBC
2026-06-12T01:20:00Z,3.827,CNBC
2026-06-12T01:21:00Z,3.826,CNBC
2026-06-12T01:22:00Z,3.828,CNBC
2026-06-12T01:23:00Z,3.828,CNBC
2026-06-12T01:25:00Z,3.828,CNBC
2026-06-12T01:26:00Z,3.826,CNBC
2026-06-12T01:31:00Z,3.822,CNBC
2026-06-12T01:34:00Z,3.818,CNBC
2026-06-12T01:36:00Z,3.818,CNBC
2026-06-12T01:37:00Z,3.819,CNBC
2026-06-12T01:38:00Z,3.819,CNBC
2026-06-12T01:39:00Z,3.819,CNBC
2026-06-12T01:42:00Z,3.819,CNBC
2026-06-12T01:43:00Z,3.816,CNBC
2026-06-12T01:44:00Z,3.815,CNBC
2026-06-12T01:45:00Z,3.817,CNBC
2026-06-12T01:46:00Z,3.817,CNBC
2026-06-12T01:47:00Z,3.816,CNBC
2026-06-12T01:48:00Z,3.806,CNBC
2026-06-12T01:50:00Z,3.807,CNBC
2026-06-12T01:51:00Z,3.807,CNBC
2026-06-12T01:52:00Z,3.806,CNBC
2026-06-12T01:53:00Z,3.806,CNBC
2026-06-12T01:54:00Z,3.811,CNBC
2026-06-12T01:55:00Z,3.817,CNBC
2026-06-12T01:56:00Z,3.817,CNBC
2026-06-12T01:57:00Z,3.812,CNBC
2026-06-12T01:58:00Z,3.812,CNBC
2026-06-12T01:59:00Z,3.812,CNBC
2026-06-12T02:00:00Z,3.812,CNBC
2026-06-12T02:01:00Z,3.813,CNBC
2026-06-12T03:30:00Z,3.817,CNBC
2026-06-12T03:31:00Z,3.812,CNBC
2026-06-12T03:32:00Z,3.812,CNBC
2026-06-12T03:33:00Z,3.808,CNBC
2026-06-12T03:34:00Z,3.807,CNBC
2026-06-12T03:35:00Z,3.809,CNBC
2026-06-12T03:36:00Z,3.807,CNBC
2026-06-12T03:37:00Z,3.808,CNBC
2026-06-12T03:38:00Z,3.804,CNBC
2026-06-12T03:40:00Z,3.803,CNBC
2026-06-12T03:41:00Z,3.802,CNBC
2026-06-12T03:42:00Z,3.802,CNBC
2026-06-12T03:43:00Z,3.802,CNBC
2026-06-12T03:44:00Z,3.803,CNBC
2026-06-12T03:45:00Z,3.804,CNBC
2026-06-12T03:49:00Z,3.805,CNBC
2026-06-12T03:51:00Z,3.809,CNBC
2026-06-12T03:52:00Z,3.812,CNBC
2026-06-12T03:53:00Z,3.808,CNBC
2026-06-12T03:54:00Z,3.804,CNBC
2026-06-12T03:55:00Z,3.805,CNBC
2026-06-12T03:56:00Z,3.803,CNBC
2026-06-12T03:57:00Z,3.803,CNBC
2026-06-12T04:00:00Z,3.807,CNBC
2026-06-12T04:01:00Z,3.806,CNBC
2026-06-12T04:02:00Z,3.808,CNBC
2026-06-12T04:03:00Z,3.81,CNBC
2026-06-12T04:04:00Z,3.81,CNBC
2026-06-12T04:07:00Z,3.811,CNBC
2026-06-12T04:08:00Z,3.814,CNBC
2026-06-12T04:11:00Z,3.814,CNBC
2026-06-12T04:12:00Z,3.811,CNBC
2026-06-12T04:13:00Z,3.81,CNBC
2026-06-12T04:14:00Z,3.806,CNBC
2026-06-12T04:16:00Z,3.807,CNBC
2026-06-12T04:20:00Z,3.807,CNBC
2026-06-12T04:21:00Z,3.808,CNBC
