date,total_buy,total_sell,daily_net,cumulative_net,bsa_net,bsa_cumulative,continuous_net,continuous_cumulative,huge_net,huge_cumulative
2021-08-03,46480.17,43318.98,3161.18,1129716.3899999992,2810.19,765135.1300000001,4842.09,469154.65000000014,-2031.8899999999994,295980.31999999954
2021-08-04,36006.81,28086.36,7920.45,1137636.8399999992,7600.46,772735.5900000001,4358.360000000001,473513.0100000001,3242.09,299222.40999999957
2021-08-05,29195.53,27134.71,2060.82,1139697.6599999992,1319.37,774054.9600000001,1777.46,475290.47000000015,-458.09000000000015,298764.31999999954
2021-08-06,27549.109999999997,21815.190000000002,5733.92,1145431.5799999991,5027.94,779082.9,2422.2799999999997,477712.7500000002,2605.659999999999,301369.9799999995
2021-08-09,30821.9,23199.309999999998,7622.6,1153054.1799999992,6550.61,785633.51,3840.419999999999,481553.17000000016,2710.1900000000005,304080.1699999995
2021-08-10,33995.2,25979.46,8015.74,1161069.9199999992,5307.74,790941.25,3257.129999999999,484810.30000000016,2050.6099999999988,306130.7799999995
2021-08-11,25603.83,22383.769999999997,3220.07,1164289.9899999993,1465.22,792406.47,1652.71,486463.0100000002,-187.5,305943.2799999995
2021-08-12,23282.71,22031.45,1251.27,1165541.2599999993,1429.12,793835.59,914.2299999999996,487377.24000000017,514.880000000001,306458.1599999995
2021-08-13,23239.65,20114.46,3125.19,1168666.4499999993,1997.85,795833.44,525.5999999999999,487902.84000000014,1472.25,307930.4099999995
2021-08-16,24067.660000000003,25682.019999999997,-1614.37,1167052.0799999991,-1468.87,794364.57,-1270.7599999999993,486632.08000000013,-198.10999999999876,307732.2999999995
2021-08-17,32028.61,33429.34,-1400.73,1165651.3499999992,-540.34,793824.23,133.6800000000003,486765.7600000001,-674.0200000000004,307058.2799999995
2021-08-18,24890.440000000002,21223.5,3666.94,1169318.289999999,2900.75,796724.98,1890.6999999999998,488656.46000000014,1010.0500000000002,308068.3299999995
2021-08-19,31539.04,33359.63,-1820.58,1167497.709999999,-2368.21,794356.77,-1789.4799999999996,486866.98000000016,-578.7299999999996,307489.5999999995
2021-08-20,41515.350000000006,38229.03,3286.31,1170784.019999999,4075.11,798431.88,4118.959999999999,490985.9400000002,-43.840000000000146,307445.7599999995
2021-08-23,35070.05,29951.269999999997,5118.79,1175902.8099999991,5815.93,804247.81,6988.7,497974.6400000002,-1172.7799999999988,306272.9799999995
2021-08-24,36969.18,29386.48,7582.69,1183485.499999999,5285.93,809533.7400000001,3579.6100000000006,501554.2500000002,1706.3199999999997,307979.2999999995
2021-08-25,28440.84,29038.93,-598.08,1182887.419999999,-1846.62,807687.1200000001,-812.2200000000003,500742.0300000002,-1034.3999999999996,306944.8999999995
2021-08-26,22977.33,22603.01,374.31,1183261.729999999,928.74,808615.8600000001,1238.25,501980.2800000002,-309.5100000000002,306635.3899999995
2021-08-27,24260.449999999997,21705.339999999997,2555.11,1185816.8399999992,2499.7,811115.56,1925.6500000000005,503905.9300000002,574.0500000000002,307209.4399999995
2021-08-30,22728.8,21212.64,1516.16,1187332.999999999,427.12,811542.68,1168.6499999999996,505074.58000000025,-741.5299999999997,306467.90999999945
2021-08-31,35417.89,32533.589999999997,2884.29,1190217.289999999,1483.92,813026.6000000001,1655.2599999999993,506729.84000000026,-171.34000000000015,306296.5699999994
2021-09-01,30697.579999999998,26901.04,3796.53,1194013.8199999991,3595.35,816621.9500000001,2135.83,508865.6700000003,1459.5299999999988,307756.0999999994
2021-09-02,30055.86,30537.79,-481.93,1193531.8899999992,616.81,817238.7600000001,1844.8599999999997,510710.53000000026,-1228.0499999999993,306528.0499999994
2021-09-03,22712.420000000002,23139.89,-427.47,1193104.4199999992,678.24,817917.0000000001,26.950000000000728,510737.4800000003,651.2900000000009,307179.3399999994
2021-09-06,24092.42,19390.83,4701.59,1197806.0099999993,4559.65,822476.6500000001,2959.56,513697.04000000027,1600.0900000000001,308779.4299999994
2021-09-07,26502.55,23105.64,3396.91,1201202.9199999992,1737.75,824214.4000000001,1534.0599999999995,515231.10000000027,203.6899999999996,308983.1199999994
2021-09-08,25603.35,26249.99,-646.63,1200556.2899999993,-64.98,824149.4200000002,430.8699999999999,515661.97000000026,-495.85000000000036,308487.26999999944
2021-09-09,30055.5,30998.97,-943.47,1199612.8199999994,-830.27,823319.1500000001,206.02999999999884,515868.00000000023,-1036.2999999999993,307450.96999999945
2021-09-10,27027.22,21144.65,5882.57,1205495.3899999994,5796.57,829115.7200000001,4363.85,520231.8500000002,1432.7200000000003,308883.6899999994
2021-09-13,24825.059999999998,24508.97,316.08,1205811.4699999995,-270.31,828845.41,-545.4200000000001,519686.4300000002,275.1099999999997,309158.7999999994
2021-09-14,23727.69,21460.9,2266.8,1208078.2699999996,1571.67,830417.0800000001,318.53999999999996,520004.9700000002,1253.13,310411.9299999994
2021-09-15,29352.74,28424.61,928.13,1209006.3999999994,1321.11,831738.1900000001,1593.75,521598.7200000002,-272.6399999999994,310139.2899999994
2021-09-16,26588.04,24158.530000000002,2429.5,1211435.8999999994,2239.61,833977.8,2067.96,523666.6800000002,171.65999999999985,310310.9499999994
2021-09-17,24626.32,20131.260000000002,4495.07,1215930.9699999995,3695.92,837673.7200000001,3018.2000000000003,526684.8800000002,677.7199999999993,310988.66999999934
2021-09-20,27019.55,23730.95,3288.6,1219219.5699999996,2428.07,840101.79,455.2399999999998,527140.1200000002,1972.829999999999,312961.49999999936
2021-09-21,24835.809999999998,19818.22,5017.59,1224237.1599999997,3967.02,844068.81,3078.83,530218.9500000002,888.1800000000003,313849.67999999935
2021-09-23,30849.449999999997,27646.47,3202.99,1227440.1499999997,2927.14,846995.9500000001,2686.7299999999996,532905.6800000002,240.40999999999985,314090.0899999993
2021-09-24,24396.13,23670.920000000002,725.22,1228165.3699999996,740.76,847736.7100000001,687.96,533593.6400000001,52.789999999999964,314142.8799999993
2021-09-27,26481.6,23552.510000000002,2929.08,1231094.4499999997,2628.83,850365.54,1624.8599999999997,535218.5000000001,1003.9800000000005,315146.8599999993
2021-09-28,29439.879999999997,23278.68,6161.2,1237255.6499999997,3490.79,853856.3300000001,2302.0,537520.5000000001,1188.79,316335.64999999927
2021-09-29,21641.379999999997,18002.79,3638.58,1240894.2299999997,1986.89,855843.2200000001,1686.3300000000004,539206.8300000001,300.5699999999997,316636.2199999993
2021-09-30,18979.510000000002,15835.189999999999,3144.33,1244038.5599999998,1109.01,856952.2300000001,557.73,539764.56,551.2700000000004,317187.4899999993
2021-10-04,17568.379999999997,17093.339999999997,475.05,1244513.6099999999,26.44,856978.67,-268.40999999999985,539496.15,294.84000000000015,317482.3299999993
2021-10-05,36101.350000000006,31279.18,4822.18,1249335.7899999998,4213.38,861192.05,2837.3500000000004,542333.5,1376.0300000000007,318858.35999999935
2021-10-06,17785.39,15924.84,1860.54,1251196.3299999998,1308.51,862500.56,443.84000000000015,542777.34,864.6699999999992,319723.02999999933
2021-10-07,21354.43,15638.33,5716.11,1256912.44,4427.64,866928.2000000001,2725.1800000000003,545502.52,1702.4499999999998,321425.47999999934
2021-10-08,30585.72,28766.39,1819.32,1258731.76,633.01,867561.2100000001,1118.8400000000001,546621.36,-485.8199999999997,320939.65999999933
2021-10-11,36849.51,31091.1,5758.4,1264490.16,5174.79,872736.0000000001,4612.1,551233.46,562.6899999999987,321502.34999999934
2021-10-12,24446.410000000003,21810.870000000003,2635.55,1267125.71,1975.5,874711.5000000001,846.1999999999998,552079.6599999999,1129.300000000001,322631.6499999993
2021-10-15,35221.47,28510.85,6710.63,1273836.3399999999,5819.53,880531.0300000001,3677.8900000000003,555757.5499999999,2141.6399999999994,324773.28999999934
2021-10-18,20022.84,17649.79,2373.05,1276209.39,1516.74,882047.7700000001,1077.1100000000001,556834.6599999999,439.6300000000001,325212.91999999934
2021-10-19,22186.120000000003,17856.75,4329.37,1280538.76,3113.71,885161.4800000001,2289.26,559123.9199999999,824.4499999999998,326037.36999999936
2021-10-20,32292.57,28953.15,3339.42,1283878.18,3630.7,888792.18,3641.79,562765.71,-11.090000000000146,326026.27999999933
2021-10-21,24394.4,22761.420000000002,1632.97,1285511.15,1693.69,890485.87,1866.58,564632.2899999999,-172.8800000000001,325853.3999999993
2021-10-22,20975.510000000002,16968.04,4007.48,1289518.63,2592.11,893077.98,1569.1600000000003,566201.45,1022.9399999999996,326876.3399999993
2021-10-25,18990.989999999998,16151.5,2839.49,1292358.1199999999,2486.98,895564.96,2261.88,568463.33,225.10000000000036,327101.4399999993
2021-10-26,18954.03,18715.29,238.72,1292596.8399999999,989.88,896554.84,955.02,569418.35,34.86999999999989,327136.3099999993
2021-10-27,18992.23,19427.53,-435.3,1292161.5399999998,154.49,896709.33,-64.51000000000022,569353.84,219.0,327355.3099999993
2021-10-28,20617.010000000002,18133.91,2483.09,1294644.63,2292.3,899001.63,1572.1700000000005,570926.01,720.1300000000001,328075.4399999993
2021-10-29,19751.65,18691.87,1059.78,1295704.41,1387.65,900389.28,984.3499999999999,571910.36,403.3000000000002,328478.7399999993
2021-11-01,21363.510000000002,19033.059999999998,2330.46,1298034.8699999999,1413.7,901802.98,905.0500000000002,572815.41,508.65000000000055,328987.3899999993
2021-11-02,24408.769999999997,23678.05,730.71,1298765.5799999998,2037.26,903840.24,1783.5,574598.91,253.7599999999993,329241.1499999993
2021-11-03,19178.95,18441.28,737.67,1299503.2499999998,1117.52,904957.76,1213.12,575812.03,-95.60999999999967,329145.53999999934
2021-11-04,21243.36,18714.98,2528.37,1302031.6199999999,1876.35,906834.11,1500.69,577312.72,375.65999999999985,329521.1999999993
2021-11-05,22263.98,20054.12,2209.85,1304241.47,1916.77,908750.88,1770.42,579083.14,146.35000000000036,329667.5499999993
2021-11-08,25441.41,19427.690000000002,6013.73,1310255.2,4959.62,913710.5,3481.16,582564.3,1478.46,331146.0099999993
2021-11-09,15888.150000000001,12921.25,2966.9,1313222.0999999999,1987.52,915698.02,1152.77,583717.0700000001,834.75,331980.7599999993
2021-11-10,26143.73,20421.12,5722.6,1318944.7,3478.4,919176.42,2306.25,586023.3200000001,1172.1600000000008,333152.9199999993
2021-11-11,27798.480000000003,23276.11,4522.38,1323467.0799999998,3258.79,922435.2100000001,3022.46,589045.78,236.32999999999993,333389.2499999993
2021-11-12,21066.469999999998,20938.71,127.75,1323594.8299999998,1260.78,923695.9900000001,722.2999999999993,589768.0800000001,538.4899999999998,333927.7399999993
2021-11-15,16428.97,16815.28,-386.3,1323208.5299999998,699.48,924395.4700000001,718.1399999999999,590486.2200000001,-18.660000000000764,333909.0799999993
2021-11-16,23730.78,18979.53,4751.24,1327959.7699999998,4565.24,928960.7100000001,3209.17,593695.3900000001,1356.08,335265.15999999933
2021-11-17,17099.47,15525.0,1574.47,1329534.2399999998,621.35,929582.06,853.2599999999998,594548.6500000001,-231.90999999999985,335033.24999999936
2021-11-18,18165.89,17829.52,336.38,1329870.6199999996,400.11,929982.17,1495.5900000000001,596044.2400000001,-1095.4800000000005,333937.7699999994
2021-11-19,26332.11,20161.11,6170.98,1336041.5999999996,4431.59,934413.76,3323.84,599368.0800000001,1107.7600000000002,335045.5299999994
2021-11-22,22555.160000000003,19715.24,2839.91,1338881.5099999995,2970.91,937384.67,2842.8199999999997,602210.9,128.09000000000015,335173.6199999994
2021-11-23,19862.5,18863.04,999.45,1339880.9599999995,470.97,937855.64,942.1399999999994,603153.04,-471.15999999999985,334702.45999999944
2021-11-24,26090.35,23270.37,2819.97,1342700.9299999995,2037.88,939893.52,2575.91,605728.9500000001,-538.0299999999997,334164.4299999994
2021-11-25,16818.1,14437.34,2380.76,1345081.6899999995,1784.7,941678.22,1377.5700000000002,607106.52,407.1300000000001,334571.5599999994
2021-11-26,22497.58,24337.8,-1840.22,1343241.4699999995,-2589.81,939088.4099999999,-1463.6499999999996,605642.87,-1126.1599999999999,333445.39999999944
2021-11-29,25946.99,21841.37,4105.63,1347347.0999999994,3119.67,942208.08,2895.5,608538.37,224.17000000000007,333669.5699999994
2021-11-30,27777.239999999998,26541.28,1235.96,1348583.0599999994,-537.8,941670.2799999999,-1069.7599999999993,607468.61,531.9599999999991,334201.52999999945
2021-12-01,22153.940000000002,19572.2,2581.73,1351164.7899999993,2157.46,943827.7399999999,2679.4900000000002,610148.1,-522.0200000000004,333679.5099999994
2021-12-02,22520.88,18703.84,3817.03,1354981.8199999994,3638.76,947466.4999999999,3512.51,613660.61,126.25,333805.7599999994
2021-12-03,24415.17,22629.03,1786.12,1356767.9399999995,1115.34,948581.8399999999,925.8999999999996,614586.51,189.44999999999982,333995.20999999944
2021-12-06,33300.33,27767.85,5532.48,1362300.4199999995,5010.96,953592.7999999998,3735.84,618322.35,1275.119999999999,335270.32999999943
2021-12-07,31448.809999999998,23602.17,7846.65,1370147.0699999994,5263.07,958855.8699999998,4116.86,622439.21,1146.1999999999998,336416.52999999945
2021-12-08,20293.22,18063.1,2230.13,1372377.1999999993,1434.0,960289.8699999998,1705.7799999999997,624144.99,-271.77999999999975,336144.7499999994
2021-12-09,20774.46,16921.36,3853.1,1376230.2999999993,2413.27,962703.1399999998,1454.46,625599.45,958.8100000000004,337103.5599999994
2021-12-10,17356.5,16175.2,1181.31,1377411.6099999994,942.51,963645.6499999998,698.3499999999999,626297.7999999999,244.15999999999985,337347.7199999994
2021-12-13,22543.52,19776.47,2767.06,1380178.6699999995,2770.95,966416.5999999997,1952.4700000000003,628250.2699999999,818.4799999999996,338166.1999999994
2021-12-14,16785.879999999997,17818.39,-1032.51,1379146.1599999995,-1238.75,965177.8499999997,-526.5799999999999,627723.69,-712.1700000000001,337454.0299999994
2021-12-15,20433.71,19433.949999999997,999.77,1380145.9299999995,18.8,965196.6499999998,790.1199999999999,628513.8099999999,-771.3299999999999,336682.6999999994
2021-12-16,23935.97,20644.440000000002,3291.53,1383437.4599999995,1813.19,967009.8399999997,1161.9300000000003,629675.74,651.2600000000002,337333.9599999994
2021-12-17,24340.199999999997,21810.4,2529.79,1385967.2499999995,1803.84,968813.6799999997,2241.4399999999996,631917.1799999999,-437.59000000000015,336896.36999999936
2021-12-20,22428.03,19273.309999999998,3154.73,1389121.9799999995,2512.3,971325.9799999997,1892.0300000000002,633809.21,620.2700000000004,337516.6399999994
2021-12-21,21453.769999999997,17427.78,4026.0,1393147.9799999995,2643.63,973969.6099999998,1348.67,635157.88,1294.96,338811.5999999994
2021-12-22,17122.589999999997,14542.65,2579.94,1395727.9199999995,1605.45,975575.0599999997,1730.79,636888.67,-125.35000000000036,338686.2499999994
2021-12-23,22105.260000000002,18949.08,3156.18,1398884.0999999994,2167.52,977742.5799999997,2296.7300000000005,639185.4,-129.21000000000004,338557.0399999994
2021-12-24,8385.76,8301.27,84.48,1398968.5799999994,198.63,977941.2099999997,229.74,639415.14,-31.109999999999673,338525.9299999994
2021-12-28,17992.52,16572.449999999997,1420.08,1400388.6599999995,2243.27,980184.4799999997,1186.2099999999996,640601.35,1057.0600000000004,339582.9899999994
2021-12-29,10338.119999999999,9011.16,1326.96,1401715.6199999994,1170.52,981354.9999999998,1218.6899999999998,641820.0399999999,-48.17000000000007,339534.8199999994
2021-12-30,10301.2,9836.1,465.1,1402180.7199999995,331.01,981686.0099999998,-117.46000000000004,641702.58,448.48,339983.2999999994
2021-12-31,9983.86,8979.08,1004.77,1403185.4899999995,1126.0,982812.0099999998,678.46,642381.0399999999,447.5499999999997,340430.8499999994
2022-01-03,9141.26,8050.14,1091.12,1404276.6099999996,862.14,983674.1499999998,609.29,642990.33,252.85000000000036,340683.6999999994
2022-01-04,20076.83,17125.86,2950.98,1407227.5899999996,2869.95,986544.0999999997,2047.3400000000001,645037.6699999999,822.5999999999995,341506.29999999935
2022-01-05,33837.64,32084.0,1753.65,1408981.2399999995,1978.94,988523.0399999997,1642.5499999999993,646680.22,336.3799999999992,341842.67999999935
2022-01-06,25359.32,20305.33,5053.99,1414035.2299999995,3590.6,992113.6399999997,3655.46,650335.6799999999,-64.85999999999967,341777.81999999937
2022-01-07,30198.19,23609.74,6588.44,1420623.6699999995,4493.1,996606.7399999996,3065.879999999999,653401.5599999999,1427.2299999999996,343205.04999999935
2022-01-10,28052.42,22058.47,5993.94,1426617.6099999994,4437.61,1001044.3499999996,2632.6499999999996,656034.21,1804.96,345010.00999999937
2022-01-11,23749.05,20711.22,3037.84,1429655.4499999995,2026.54,1003070.8899999997,1837.4900000000002,657871.7,189.05000000000018,345199.05999999936
2022-01-12,34903.03,26637.53,8265.51,1437920.9599999995,6906.46,1009977.3499999996,3802.76,661674.46,3103.6899999999987,348302.74999999936
2022-01-13,23112.28,22791.9,320.38,1438241.3399999994,1612.75,1011590.0999999996,2175.9700000000003,663850.4299999999,-563.21,347739.53999999934
2022-01-14,21994.84,18350.46,3644.38,1441885.7199999993,2656.35,1014246.4499999996,2691.2400000000002,666541.6699999999,-34.89000000000033,347704.6499999993
2022-01-17,18651.699999999997,17449.41,1202.28,1443087.9999999993,1712.96,1015959.4099999996,922.1300000000001,667463.7999999999,790.8399999999992,348495.48999999935
2022-01-18,19260.77,18642.9,617.88,1443705.8799999992,1417.51,1017376.9199999996,865.98,668329.7799999999,551.5300000000007,349047.0199999994
2022-01-19,19962.45,18352.71,1609.74,1445315.6199999992,1579.22,1018956.1399999995,1487.3700000000003,669817.1499999999,91.85000000000036,349138.86999999936
2022-01-20,39657.16,30325.59,9331.57,1454647.1899999992,9107.73,1028063.8699999995,7302.860000000001,677120.0099999999,1804.8700000000008,350943.73999999935
2022-01-21,33643.93,29108.04,4535.88,1459183.0699999991,4170.43,1032234.2999999996,3612.5899999999992,680732.5999999999,557.8499999999985,351501.5899999993
2022-01-24,23384.46,20455.45,2929.0,1462112.0699999991,1921.05,1034155.3499999996,1534.3599999999997,682266.9599999998,386.6899999999996,351888.27999999933
2022-01-25,26815.739999999998,24686.409999999996,2129.33,1464241.3999999992,2017.19,1036172.5399999996,943.3299999999999,683210.2899999998,1073.87,352962.1499999993
2022-01-26,24372.32,20863.15,3509.17,1467750.5699999991,2163.48,1038336.0199999996,1507.2400000000002,684717.5299999998,656.2399999999998,353618.3899999993
2022-01-27,27106.199999999997,23069.14,4037.06,1471787.6299999992,3457.05,1041793.0699999996,3241.12,687958.6499999998,215.9399999999996,353834.3299999993
2022-01-28,23430.78,20688.18,2742.6,1474530.2299999993,2383.39,1044176.4599999996,2079.7799999999997,690038.4299999998,303.6099999999997,354137.9399999993
2022-01-31,14020.72,10770.86,3249.85,1477780.0799999994,2051.62,1046228.0799999996,1656.3500000000004,691694.7799999998,395.27,354533.2099999993
2022-02-04,23724.57,19859.809999999998,3864.76,1481644.8399999994,3862.85,1050090.9299999997,3485.07,695179.8499999997,377.78000000000065,354910.98999999935
2022-02-07,24548.88,20183.61,4365.28,1486010.1199999994,3316.84,1053407.7699999998,1803.1900000000005,696983.0399999997,1513.6400000000003,356424.62999999936
2022-02-08,24801.28,21496.75,3304.52,1489314.6399999994,2444.62,1055852.39,987.7200000000003,697970.7599999997,1456.9099999999999,357881.53999999934
2022-02-09,30183.16,25231.71,4951.46,1494266.0999999994,5033.05,1060885.44,4067.8900000000003,702038.6499999997,965.1600000000008,358846.6999999993
2022-02-10,22586.95,21245.019999999997,1341.94,1495608.0399999993,1354.61,1062240.05,1642.8500000000004,703681.4999999997,-288.2399999999998,358558.4599999993
2022-02-11,25429.4,22423.15,3006.25,1498614.2899999993,3206.5,1065446.55,2352.71,706034.2099999996,853.79,359412.2499999993
2022-02-14,19840.12,19720.940000000002,119.18,1498733.4699999993,1271.35,1066717.9000000001,1618.17,707652.3799999997,-346.8199999999997,359065.4299999993
2022-02-15,20321.72,21585.47,-1263.75,1497469.7199999993,181.14,1066899.04,1763.3199999999997,709415.6999999996,-1582.1800000000003,357483.2499999993
2022-02-16,18610.73,15959.86,2650.89,1500120.6099999992,2620.05,1069519.09,2442.6000000000004,711858.2999999996,177.4399999999996,357660.6899999993
2022-02-17,17573.75,16289.25,1284.51,1501405.1199999992,1690.88,1071209.97,1704.1399999999994,713562.4399999996,-13.260000000000218,357647.4299999993
2022-02-18,24939.78,27080.620000000003,-2140.84,1499264.279999999,-523.96,1070686.01,922.1099999999988,714484.5499999996,-1446.0699999999997,356201.3599999993
2022-02-21,30868.1,28206.340000000004,2661.76,1501926.039999999,2507.27,1073193.28,2798.199999999999,717282.7499999995,-290.9300000000003,355910.4299999993
2022-02-22,27883.77,27990.440000000002,-106.67,1501819.3699999992,-1932.88,1071260.4000000001,-404.1400000000003,716878.6099999995,-1528.7400000000007,354381.6899999993
2022-02-23,22114.449999999997,19255.77,2858.68,1504678.049999999,1790.54,1073050.9400000002,1298.9499999999994,718177.5599999995,491.59000000000015,354873.27999999933
2022-02-24,34185.04,35387.759999999995,-1202.73,1503475.3199999991,-464.12,1072586.82,570.6499999999996,718748.2099999995,-1034.7699999999986,353838.5099999993
2022-02-25,25271.97,24076.84,1195.13,1504670.449999999,495.93,1073082.75,633.8100000000004,719382.0199999996,-137.8800000000001,353700.6299999993
2022-02-28,26901.68,23187.92,3713.76,1508384.209999999,2992.36,1076075.11,2846.04,722228.0599999996,146.32000000000062,353846.9499999993
2022-03-01,22750.91,17738.1,5012.79,1513396.999999999,2871.36,1078946.4700000002,2072.98,724301.0399999996,798.3900000000003,354645.3399999993
2022-03-02,21621.03,21107.17,513.87,1513910.8699999992,1575.15,1080521.62,1337.2300000000005,725638.2699999996,237.92000000000007,354883.2599999993
2022-03-03,22187.510000000002,19748.29,2439.22,1516350.0899999992,1322.17,1081843.79,1549.8799999999997,727188.1499999996,-227.71000000000004,354655.5499999993
2022-03-04,30722.809999999998,26560.440000000002,4162.38,1520512.469999999,2156.96,1084000.75,2439.7200000000003,729627.8699999995,-282.7599999999993,354372.7899999993
2022-03-07,39072.05,33824.17,5247.88,1525760.349999999,3200.69,1087201.44,2417.3899999999994,732045.2599999995,783.2999999999993,355156.08999999927
2022-03-08,33887.76,30475.59,3412.18,1529172.5299999989,4273.05,1091474.49,3483.6500000000005,735528.9099999996,789.3900000000012,355945.4799999993
2022-03-09,38710.93,33228.270000000004,5482.66,1534655.1899999988,3250.25,1094724.74,2010.6099999999988,737539.5199999996,1239.6400000000012,357185.1199999993
2022-03-10,29894.54,25071.92,4822.62,1539477.809999999,2558.44,1097283.18,1948.9000000000005,739488.4199999996,609.5500000000002,357794.6699999993
2022-03-11,42728.83,35534.85,7193.98,1546671.7899999989,4792.67,1102075.8499999999,4254.720000000001,743743.1399999995,537.9500000000007,358332.6199999993
2022-03-14,50590.04,45098.119999999995,5491.93,1552163.7199999988,5701.77,1107777.6199999999,6282.289999999999,750025.4299999996,-580.5300000000007,357752.08999999927
2022-03-15,69591.67,58711.57,10880.09,1563043.809999999,9929.11,1117706.73,11302.259999999998,761327.6899999996,-1373.1399999999994,356378.94999999925
2022-03-16,72478.41,61214.66,11263.76,1574307.569999999,6527.95,1124234.68,4462.279999999999,765789.9699999996,2065.66,358444.60999999923
2022-03-17,64750.28,59891.39,4858.89,1579166.4599999988,2262.93,1126497.6099999999,1731.109999999997,767521.0799999996,531.8199999999997,358976.42999999924
2022-03-18,37929.2,31340.0,6589.2,1585755.6599999988,4688.67,1131186.2799999998,2693.3199999999997,770214.3999999996,1995.3500000000004,360971.7799999992
2022-03-21,27577.449999999997,26236.25,1341.21,1587096.8699999987,1532.22,1132718.4999999998,681.6199999999999,770896.0199999996,850.6000000000004,361822.3799999992
2022-03-22,32743.14,24135.21,8607.93,1595704.7999999986,6252.71,1138971.2099999997,3610.289999999999,774506.3099999996,2642.420000000001,364464.7999999992
2022-03-23,41089.04,36240.78,4848.27,1600553.0699999987,3117.46,1142088.6699999997,2130.6800000000003,776636.9899999996,986.7800000000007,365451.5799999992
2022-03-24,31651.07,30329.809999999998,1321.27,1601874.3399999987,1161.27,1143249.9399999997,624.4500000000007,777261.4399999996,536.8199999999997,365988.3999999992
2022-03-25,31171.39,29665.550000000003,1505.82,1603380.1599999988,2269.41,1145519.3499999996,996.7699999999995,778258.2099999996,1272.6500000000005,367261.04999999923
2022-03-28,30331.63,24570.48,5761.14,1609141.2999999986,5002.35,1150521.6999999997,3328.1500000000005,781586.3599999996,1674.1999999999998,368935.24999999924
2022-03-29,25803.09,22910.1,2892.99,1612034.2899999986,2688.59,1153210.2899999998,2671.45,784257.8099999996,17.149999999999636,368952.39999999927
2022-03-30,29895.54,27336.45,2559.1,1614593.3899999987,2157.76,1155368.0499999998,1893.7200000000003,786151.5299999996,264.03000000000065,369216.4299999993
2022-03-31,17580.489999999998,15675.31,1905.18,1616498.5699999987,1964.42,1157332.4699999997,1015.31,787166.8399999996,949.1100000000001,370165.5399999993
2022-04-01,18049.86,14196.36,3853.51,1620352.0799999987,2860.46,1160192.9299999997,2003.29,789170.1299999997,857.1600000000003,371022.69999999925
2022-04-04,22421.96,17492.809999999998,4929.16,1625281.2399999986,3945.23,1164138.1599999997,2629.64,791799.7699999997,1315.58,372338.2799999993
2022-04-06,25466.47,24449.34,1017.12,1626298.3599999987,620.85,1164759.0099999998,948.71,792748.4799999996,-327.8600000000006,372010.4199999993
2022-04-07,20869.65,19213.739999999998,1655.91,1627954.2699999986,2178.48,1166937.4899999998,1609.2400000000002,794357.7199999996,569.2400000000007,372579.6599999993
2022-04-08,19899.85,16144.93,3754.92,1631709.1899999985,2980.44,1169917.9299999997,1998.6999999999998,796356.4199999996,981.7399999999998,373561.39999999927
2022-04-11,22822.760000000002,22175.91,646.85,1632356.0399999986,795.02,1170712.9499999997,1160.5800000000008,797516.9999999995,-365.5600000000004,373195.83999999927
2022-04-12,24029.6,20613.82,3415.78,1635771.8199999987,3060.66,1173773.6099999996,2068.54,799585.5399999996,992.1199999999999,374187.95999999926
2022-04-13,19040.46,16185.33,2855.14,1638626.9599999986,1730.99,1175504.5999999996,1064.88,800650.4199999996,666.1100000000006,374854.06999999925
2022-04-14,20237.75,16481.77,3755.98,1642382.9399999985,2854.86,1178359.4599999997,1631.8099999999995,802282.2299999996,1223.0500000000002,376077.11999999924
2022-04-19,23924.239999999998,20928.96,2995.27,1645378.2099999986,1694.05,1180053.5099999998,1199.96,803482.1899999996,494.09999999999945,376571.2199999992
2022-04-20,17938.629999999997,16566.15,1372.48,1646750.6899999985,1172.79,1181226.2999999998,803.3899999999999,804285.5799999996,369.39999999999964,376940.61999999924
2022-04-21,23749.74,22263.239999999998,1486.49,1648237.1799999985,1684.03,1182910.3299999998,1480.5599999999995,805766.1399999997,203.48000000000047,377144.0999999992
2022-04-22,23644.98,17845.370000000003,5799.62,1654036.7999999986,3989.08,1186899.41,2834.6300000000006,808600.7699999997,1154.4399999999996,378298.5399999992
2022-04-25,27936.31,25712.089999999997,2224.23,1656261.0299999986,1429.33,1188328.74,2189.9400000000005,810790.7099999996,-760.6199999999999,377537.9199999992
2022-04-26,26076.57,22169.46,3907.1,1660168.1299999987,3481.18,1191809.92,3139.129999999999,813929.8399999996,342.0500000000002,377879.9699999992
2022-04-27,25999.32,21157.11,4842.22,1665010.3499999987,3255.68,1195065.5999999999,2182.9900000000007,816112.8299999996,1072.6800000000003,378952.6499999992
2022-04-28,20848.04,15138.57,5709.47,1670719.8199999987,3373.46,1198439.0599999998,1698.2199999999998,817811.0499999996,1675.2399999999998,380627.8899999992
2022-04-29,40877.020000000004,30553.96,10323.07,1681042.8899999987,8717.81,1207156.8699999999,6709.890000000001,824520.9399999996,2007.9099999999999,382635.7999999992
2022-05-03,24730.73,21538.71,3192.02,1684234.9099999988,2313.26,1209470.13,2379.3500000000004,826900.2899999996,-66.09000000000015,382569.70999999915
2022-05-04,13476.2,11587.41,1888.78,1686123.6899999988,1705.92,1211176.0499999998,983.8499999999999,827884.1399999995,722.0799999999999,383291.78999999916
